,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,H,P,sum_rate
0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_1.h5,P_1.h5,23.183188435692543
1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_2.h5,P_2.h5,20.633306445431685
2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,H_3.h5,P_3.h5,15.887516463505532
3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,H_4.h5,P_4.h5,12.372057026161809
4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_5.h5,P_5.h5,12.553502557881519
5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_6.h5,P_6.h5,14.57992367175802
6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,H_7.h5,P_7.h5,17.267286853524567
7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,H_8.h5,P_8.h5,13.552730123136767
8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,H_9.h5,P_9.h5,22.404200087439314
9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,H_10.h5,P_10.h5,18.352865186650927
10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,H_11.h5,P_11.h5,20.888086823461173
11,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,H_12.h5,P_12.h5,24.25863480477704
12,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,H_13.h5,P_13.h5,17.135786528410172
13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,H_14.h5,P_14.h5,17.41337951036004
14,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,H_15.h5,P_15.h5,17.120245637303256
15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,H_16.h5,P_16.h5,12.56229181495976
16,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,H_17.h5,P_17.h5,19.294855486241712
17,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,H_18.h5,P_18.h5,17.979600563405135
18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,H_19.h5,P_19.h5,13.748175947607383
19,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,H_20.h5,P_20.h5,18.323341874973792
20,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,H_21.h5,P_21.h5,21.494448171830477
21,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,H_22.h5,P_22.h5,18.609285496803565
22,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_23.h5,P_23.h5,15.75661237414692
23,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,H_24.h5,P_24.h5,12.801367753454018
24,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,H_25.h5,P_25.h5,17.034568253348887
25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,H_26.h5,P_26.h5,14.002488211622747
26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_27.h5,P_27.h5,14.766856163712191
27,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,H_28.h5,P_28.h5,19.026263466857852
28,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,H_29.h5,P_29.h5,24.73144596987936
29,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_30.h5,P_30.h5,14.662491517726497
30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,H_31.h5,P_31.h5,16.007186536833288
31,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,H_32.h5,P_32.h5,17.65861644664296
32,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,H_33.h5,P_33.h5,12.919069664452095
33,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,H_34.h5,P_34.h5,15.266260351009613
34,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_35.h5,P_35.h5,10.990702800743996
35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,H_36.h5,P_36.h5,18.14130550377086
36,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,H_37.h5,P_37.h5,17.355912041438998
37,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_38.h5,P_38.h5,20.64008206260801
38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,H_39.h5,P_39.h5,31.719837062139064
39,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,H_40.h5,P_40.h5,13.94838250567698
40,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,H_41.h5,P_41.h5,18.586855770903156
41,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,H_42.h5,P_42.h5,20.836674185211475
42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,H_43.h5,P_43.h5,19.7356946492703
43,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,H_44.h5,P_44.h5,19.481598197313698
44,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,H_45.h5,P_45.h5,15.43521201816121
45,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_46.h5,P_46.h5,20.09768858325967
46,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,H_47.h5,P_47.h5,23.13870390133235
47,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_48.h5,P_48.h5,11.54297511186844
48,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,H_49.h5,P_49.h5,14.69307237918476
49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,H_50.h5,P_50.h5,15.644949751138915
50,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,H_51.h5,P_51.h5,15.217274482165713
51,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,H_52.h5,P_52.h5,24.34694320020594
52,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_53.h5,P_53.h5,13.146717510215833
53,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,H_54.h5,P_54.h5,24.92584417431743
54,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,H_55.h5,P_55.h5,15.770650922254909
55,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,H_56.h5,P_56.h5,12.30857118836235
56,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,H_57.h5,P_57.h5,20.80967896981736
57,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,H_58.h5,P_58.h5,22.724659654097472
58,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,H_59.h5,P_59.h5,16.651709525643014
59,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,H_60.h5,P_60.h5,16.873361605920625
