,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,H,P,sum_rate
0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,H_1.h5,P_1.h5,19.016023224142476
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,H_2.h5,P_2.h5,22.79170184204751
2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,H_3.h5,P_3.h5,15.649996372734726
3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_4.h5,P_4.h5,16.08277651897803
4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_5.h5,P_5.h5,11.946600638143083
5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,H_6.h5,P_6.h5,19.647887835829394
6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,H_7.h5,P_7.h5,15.655991948200871
7,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,H_8.h5,P_8.h5,14.362212049346464
8,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,H_9.h5,P_9.h5,21.408487110474393
9,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,H_10.h5,P_10.h5,18.799974502856585
10,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,H_11.h5,P_11.h5,16.46795671330703
11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_12.h5,P_12.h5,19.064036201792465
12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,H_13.h5,P_13.h5,17.77589615912122
13,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,H_14.h5,P_14.h5,13.33952010686639
14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,H_15.h5,P_15.h5,13.648300178772832
15,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_16.h5,P_16.h5,10.889170967438634
16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,H_17.h5,P_17.h5,17.356661946308904
17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,H_18.h5,P_18.h5,14.405137168531493
18,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,H_19.h5,P_19.h5,15.986486770543431
19,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,H_20.h5,P_20.h5,14.367980564716998
20,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,H_21.h5,P_21.h5,20.7564223765958
21,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,H_22.h5,P_22.h5,18.76193945258811
22,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,H_23.h5,P_23.h5,18.014713711797988
23,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,H_24.h5,P_24.h5,13.199126226365394
24,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,H_25.h5,P_25.h5,15.621053633522305
25,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,H_26.h5,P_26.h5,15.532058439506002
26,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,H_27.h5,P_27.h5,14.396894325810933
27,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,H_28.h5,P_28.h5,18.472092362373058
28,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_29.h5,P_29.h5,15.017147848380528
29,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,H_30.h5,P_30.h5,14.184855648721282
30,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_31.h5,P_31.h5,13.731001180140114
31,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,H_32.h5,P_32.h5,18.65896400513945
32,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,H_33.h5,P_33.h5,20.583941061033038
33,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,H_34.h5,P_34.h5,16.316453417692994
34,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,H_35.h5,P_35.h5,11.997611656215607
35,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,H_36.h5,P_36.h5,15.001408508839827
36,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,H_37.h5,P_37.h5,15.927880101966704
37,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,H_38.h5,P_38.h5,21.609414393217566
38,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_39.h5,P_39.h5,21.298134866991795
39,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,H_40.h5,P_40.h5,11.483631445878286
40,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,H_41.h5,P_41.h5,19.31121156276538
41,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,H_42.h5,P_42.h5,23.210447300083302
42,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_43.h5,P_43.h5,19.643554008882333
43,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,H_44.h5,P_44.h5,15.084898254933371
44,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,H_45.h5,P_45.h5,14.63917467489124
45,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_46.h5,P_46.h5,16.991106352339713
46,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,H_47.h5,P_47.h5,26.238790676399816
47,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,H_48.h5,P_48.h5,13.698203226111005
48,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,H_49.h5,P_49.h5,13.201896152174983
49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,H_50.h5,P_50.h5,16.829668702225096
50,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,H_51.h5,P_51.h5,19.36388547065015
51,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,H_52.h5,P_52.h5,21.794500446426724
52,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,H_53.h5,P_53.h5,17.208566186907294
53,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,H_54.h5,P_54.h5,24.969168162537894
54,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,H_55.h5,P_55.h5,19.654811992820896
55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,H_56.h5,P_56.h5,15.158500134079546
56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,H_57.h5,P_57.h5,16.80778174892739
57,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,H_58.h5,P_58.h5,23.70562423250727
58,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,H_59.h5,P_59.h5,16.915685893942104
59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,H_60.h5,P_60.h5,14.827108261380136
60,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_61.h5,P_61.h5,22.24150260785597
61,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,H_62.h5,P_62.h5,18.04192024648561
62,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,H_63.h5,P_63.h5,16.03429083379165
63,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,H_64.h5,P_64.h5,20.11025259373404
64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,H_65.h5,P_65.h5,16.90733698659661
65,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,H_66.h5,P_66.h5,18.715392393507443
66,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,H_67.h5,P_67.h5,11.961237070396486
67,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,H_68.h5,P_68.h5,14.002043203996951
68,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,H_69.h5,P_69.h5,21.186924811728453
69,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,H_70.h5,P_70.h5,18.400740550218323
70,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,H_71.h5,P_71.h5,17.04813065822418
71,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,H_72.h5,P_72.h5,19.490878465087
72,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_73.h5,P_73.h5,15.316916881033384
73,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_74.h5,P_74.h5,20.849020062003888
74,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,H_75.h5,P_75.h5,20.370172968102313
75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,H_76.h5,P_76.h5,15.455572935188435
76,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_77.h5,P_77.h5,16.513186834726184
77,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,H_78.h5,P_78.h5,16.10557620649604
78,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,H_79.h5,P_79.h5,20.89475027062494
79,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,H_80.h5,P_80.h5,16.44659763845778
80,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,H_81.h5,P_81.h5,12.885196672181678
81,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,H_82.h5,P_82.h5,11.493436777602295
82,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,H_83.h5,P_83.h5,20.18401432172003
83,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,H_84.h5,P_84.h5,18.161845100899498
84,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,H_85.h5,P_85.h5,21.471414697218975
85,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,H_86.h5,P_86.h5,20.22416692998052
86,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_87.h5,P_87.h5,16.030737201655825
87,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,H_88.h5,P_88.h5,15.756157224552508
88,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_89.h5,P_89.h5,20.306257013834063
89,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,H_90.h5,P_90.h5,14.73760017972223
90,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,H_91.h5,P_91.h5,24.2669646834041
91,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,H_92.h5,P_92.h5,15.178223245261282
92,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,H_93.h5,P_93.h5,8.761882788193242
93,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,H_94.h5,P_94.h5,24.41906252102109
94,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,H_95.h5,P_95.h5,17.829509382330194
95,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,H_96.h5,P_96.h5,20.48429740619776
96,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,H_97.h5,P_97.h5,20.7415539531464
97,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,H_98.h5,P_98.h5,15.960609286443365
98,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,H_99.h5,P_99.h5,15.417111117052372
99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_100.h5,P_100.h5,16.427028211047766
100,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,H_101.h5,P_101.h5,24.054820551444536
101,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,H_102.h5,P_102.h5,15.935377902726437
102,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,H_103.h5,P_103.h5,25.534254342823765
103,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_104.h5,P_104.h5,15.658672636620057
104,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,H_105.h5,P_105.h5,21.187101535554646
105,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,H_106.h5,P_106.h5,19.350367778086486
106,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,H_107.h5,P_107.h5,26.280759748449995
107,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_108.h5,P_108.h5,19.763076430775534
108,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_109.h5,P_109.h5,16.76364273795297
109,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,H_110.h5,P_110.h5,16.687982420913162
110,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,H_111.h5,P_111.h5,15.293590827240369
111,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,H_112.h5,P_112.h5,17.875878989951495
112,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,H_113.h5,P_113.h5,18.249941015461502
113,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,H_114.h5,P_114.h5,26.789471164501837
114,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,H_115.h5,P_115.h5,12.874148731455701
115,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,H_116.h5,P_116.h5,12.547891830663021
116,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,H_117.h5,P_117.h5,15.272493031408597
117,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,H_118.h5,P_118.h5,19.050926253376282
118,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,H_119.h5,P_119.h5,14.169023216655837
119,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,H_120.h5,P_120.h5,15.485697780029295
120,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,H_121.h5,P_121.h5,13.03795093820347
121,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,H_122.h5,P_122.h5,13.878354047042682
122,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,H_123.h5,P_123.h5,24.233229348172674
123,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,H_124.h5,P_124.h5,22.258677252877398
124,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,H_125.h5,P_125.h5,17.969527162559544
125,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,H_126.h5,P_126.h5,19.766426980689538
126,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,H_127.h5,P_127.h5,13.514827896010715
127,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,H_128.h5,P_128.h5,18.877821657888845
128,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,H_129.h5,P_129.h5,13.25099226654892
129,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,H_130.h5,P_130.h5,15.286841553731577
130,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,H_131.h5,P_131.h5,16.82072533681041
