,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,H,P,sum_rate
0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_1.h5,P_1.h5,19.136738755304375
1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,H_2.h5,P_2.h5,23.254065673542073
2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,H_3.h5,P_3.h5,14.38983642869433
3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,H_4.h5,P_4.h5,9.007950828428879
4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,H_5.h5,P_5.h5,9.732334266798278
5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,H_6.h5,P_6.h5,23.0737726407593
6,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,H_7.h5,P_7.h5,13.633608730724173
7,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,H_8.h5,P_8.h5,15.581030262909797
8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,H_9.h5,P_9.h5,23.3648024310664
9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,H_10.h5,P_10.h5,17.585865270274624
10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,H_11.h5,P_11.h5,15.830654890759599
11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,H_12.h5,P_12.h5,20.322669699091634
12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,H_13.h5,P_13.h5,17.789418316574952
13,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,H_14.h5,P_14.h5,16.786037474371028
14,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,H_15.h5,P_15.h5,21.70371129089002
15,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,H_16.h5,P_16.h5,12.105639569832052
16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,H_17.h5,P_17.h5,17.92922121370895
17,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,H_18.h5,P_18.h5,17.21324042991336
18,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,H_19.h5,P_19.h5,15.779912131534203
19,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,H_20.h5,P_20.h5,13.02476933349534
20,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,H_21.h5,P_21.h5,19.926933696250714
21,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,H_22.h5,P_22.h5,21.185170379244187
22,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_23.h5,P_23.h5,18.038035410733315
23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,H_24.h5,P_24.h5,12.036291885810854
24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,H_25.h5,P_25.h5,15.370528379403419
25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,H_26.h5,P_26.h5,15.446894329069298
26,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_27.h5,P_27.h5,13.47178856840183
27,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,H_28.h5,P_28.h5,17.978738168739408
28,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,H_29.h5,P_29.h5,19.414525165650645
29,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,H_30.h5,P_30.h5,13.353502998548706
30,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,H_31.h5,P_31.h5,15.007203886103312
31,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,H_32.h5,P_32.h5,17.33169394293553
32,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,H_33.h5,P_33.h5,16.989582530378044
33,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,H_34.h5,P_34.h5,14.75205617819262
34,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,H_35.h5,P_35.h5,13.435368449299254
35,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,H_36.h5,P_36.h5,14.50324617794174
36,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,H_37.h5,P_37.h5,18.13056333640482
37,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,H_38.h5,P_38.h5,16.03049072119458
38,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,H_39.h5,P_39.h5,22.276969184315554
39,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,H_40.h5,P_40.h5,13.809146858678819
40,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,H_41.h5,P_41.h5,21.89384543860514
41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,H_42.h5,P_42.h5,23.47962636839026
42,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,H_43.h5,P_43.h5,19.545611328419323
43,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,H_44.h5,P_44.h5,19.391361382251425
44,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,H_45.h5,P_45.h5,11.657656104155194
45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,H_46.h5,P_46.h5,13.410418768120485
46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,H_47.h5,P_47.h5,22.977335213661224
47,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,H_48.h5,P_48.h5,12.855312408181788
